2754860,A little piece of heaven,14091285,Bella,Fingal,53.56748,-6.38298,Entire home/apt,300,7,4,04/08/2018,0.1,1
2770813,Innisfree B&B Dublin,14169546,Maeve,Dublin City,53.36246,-6.18542,Private room,90,1,77,12/10/2019,1.02,4
2773760,Lost Boathouse & Garden Room No 2,9429894,Paul,Dublin City,53.34168,-6.21804,Private room,70,2,59,14/06/2019,0.78,6
2787768,Sunny double bedroom,14260265,Mark,Fingal,53.37668,-6.33543,Private room,30,1,3,24/04/2016,0.06,1
2791857,Comfortable double room en-suite,12173057,Maeve & Ken,Dublin City,53.38894,-6.247,Private room,60,2,247,03/11/2019,3.35,3
2795703,Bright&cosy place near City Centre,11170895,Aidan,Dublin City,53.34834,-6.29426,Entire home/apt,142,2,49,24/07/2018,0.65,1
2832333,Portobello Townhouse with a Private Patio and Free Parking,13430588,Deborah,Dublin City,53.3322,-6.27295,Entire home/apt,330,3,182,06/07/2020,2.42,2
2842414,Tom's House,14538019,Tom,Dublin City,53.36383,-6.28895,Entire home/apt,100,2,6,04/09/2017,0.12,1
2854629,Artisan Cottage,10652781,Ray,Dn Laoghaire-Rathdown,53.29143,-6.14044,Entire home/apt,11,2,6,30/10/2018,0.23,2
2862881,1 bedroom apartment with sofabed.,14633294,Riona,Dublin City,53.34051,-6.25699,Entire home/apt,180,2,10,13/02/2020,0.73,3
2873250,Cozy double room in town house next to Croke Park,7894251,Philippe,Dublin City,53.35772,-6.24655,Private room,45,2,6,02/09/2018,0.23,1
2874272,Stunning studio with bay window overlooking Dublin,1557844,Liam And Fiona,Dublin City,53.35685,-6.29078,Entire home/apt,90,2,105,12/07/2020,1.49,8
2891101,Stylish room for female only. Close to city centre,13490423,Marie,Dublin City,53.32956,-6.2835,Private room,49,4,90,12/03/2020,1.21,2
2897424,Modern place in Dublin City Centre,6331278,Maria&Marco,Dublin City,53.34939,-6.28004,Entire home/apt,110,2,248,06/09/2019,3.29,2
2921112,Luxury & Location - 1 bed duplex,14917622,Grace,Dublin City,53.34863,-6.2398,Entire home/apt,150,3,48,20/10/2019,0.65,1
2923471,Lovely quiet room for female.  20 mins to city,13490423,Marie,Dublin City,53.32963,-6.28201,Private room,55,5,55,08/09/2019,0.73,2
2941009,Lost Boathouse & Garden No1 Ensuite,9429894,Paul,Dublin City,53.34313,-6.21639,Private room,70,2,130,08/09/2019,1.73,6
2965206,The Little Blue Room,1976386,Noeleen,Dublin City,53.36646,-6.27409,Private room,50,3,110,10/02/2020,1.46,1
2975343,Charming Home in Great Location Close to  Centre .,15176197,Jon,Dublin City,53.33719,-6.23293,Entire home/apt,170,3,84,05/04/2020,1.13,1
2985355,No longer hosting,15222813,Not Available,Fingal,53.39237,-6.14005,Private room,1000,100,47,13/01/2020,1.8,1
2996794,Yeovil  Rathgar  Dublin 6,14786471,Audrey,Dublin City,53.30718,-6.27458,Entire home/apt,975,3,22,26/07/2019,0.3,5
3012532,Beautiful Seaside Beach Apartment,15351872,Mary & Jason,Fingal,53.52738,-6.08674,Entire home/apt,108,2,89,20/07/2020,1.2,5
3026802,friendly family home 2,6837751,Siobhan,South Dublin,53.34033,-6.43476,Private room,35,14,8,31/08/2018,0.11,1
3031518,Luxury cosy rooms to rent,14169546,Maeve,Dublin City,53.36281,-6.18679,Private room,99,1,49,27/10/2019,0.67,4
3042183,Luxury double room to rent,14169546,Maeve,Dublin City,53.36427,-6.18657,Private room,90,1,16,22/09/2019,0.21,4
3042237,Single room to let,14169546,Maeve,Dublin City,53.36507,-6.18535,Private room,60,1,16,25/11/2019,0.21,4
3076665,Centre 3km -Ensuite- B&B,15658359,Mary,Dublin City,53.36436,-6.27763,Private room,70,2,140,06/08/2018,1.86,1
3088332,Quiet Double Room Great City Centre Location,15617710,Jack,Dublin City,53.34374,-6.27308,Private room,45,2,20,08/07/2019,0.4,1
3093370,Garden View,15732001,Geraldine,Dublin City,53.37783,-6.2661,Private room,40,2,9,25/08/2019,0.16,3
3096382,Old City Temple Bar- Large Roof Terrace,15369809,Sean,Dublin City,53.34525,-6.26582,Entire home/apt,190,4,180,14/03/2020,2.41,1
3104048,double bedroom in smithfield,7289423,Luca,Dublin City,53.35022,-6.27774,Private room,45,1,5,30/09/2016,0.07,3
3110929,Quiet and cosy double room with private bathroom,14335305,Clodagh,Dublin City,53.31681,-6.27983,Private room,51,2,39,23/07/2017,0.52,2
3137058,Large sunny double bedroom & luxury bathroom,12000497,Peter,Dublin City,53.33208,-6.29582,Private room,45,2,97,09/02/2020,3.11,2
3139142,Rathgar Dublin 6,14786471,Audrey,Dublin City,53.30729,-6.27443,Private room,95,3,10,15/08/2019,0.14,5
3143338,2 bed apt. close to many amenities,15959304,Brian,Dn Laoghaire-Rathdown,53.29293,-6.24196,Entire home/apt,127,2,48,26/08/2019,0.65,1
